D (mm),B (mm),B1 (mm),t (mm),Lsl (mm),Wsl (mm),Ssl (mm),Bsl (mm),N,n,Fy (MPa),BC,r (mm),a/h,hst (mm),Vcr (N)
200,45,13,2,75,5,100,7.5,2,6,500,2,4,1,40,17793.0
200,45,13,2,75,5,100,7.5,2,8,500,2,4,1,40,14333.9
200,45,13,2,75,5,100,11.5,2,6,500,2,4,1,40,32374.9
200,45,13,2,75,5,100,11.5,2,8,500,2,4,1,40,21991.6
200,45,13,2,75,5,115,7.5,2,6,500,2,4,1,40,22393.1
200,45,13,2,75,5,115,7.5,2,8,500,2,4,1,40,16188.4
200,45,13,2,75,5,115,9.5,2,6,500,2,4,1,40,33384.4
200,45,13,2,75,5,115,9.5,2,8,500,2,4,1,40,23449.7
200,45,13,2,75,5,115,11.5,2,6,500,2,4,1,40,43780.2
200,45,13,2,75,5,115,11.5,2,8,500,2,4,1,40,32444.8
200,45,13,3,75,5,85,7.5,2,6,500,2,6,1,40,47737.5
200,45,13,3,75,5,85,7.5,2,8,500,2,6,1,40,33102.6
200,45,13,3,75,5,85,9.5,2,6,500,2,6,1,40,59837.0
200,45,13,3,75,5,85,9.5,2,8,500,2,6,1,40,42757.2
200,45,13,3,75,5,85,11.5,2,6,500,2,6,1,40,75013.6
200,45,13,3,75,5,85,11.5,2,8,500,2,6,1,40,50672.6
200,45,13,3,75,5,100,7.5,2,6,500,2,6,1,40,59596.7
200,45,13,3,75,5,100,7.5,2,8,500,2,6,1,40,46925.3
200,45,13,3,75,5,100,11.5,2,6,500,2,6,1,40,108802.3
200,45,13,3,75,5,100,11.5,2,8,500,2,6,1,40,73390.4
200,45,13,3,75,5,115,7.5,2,6,500,2,6,1,40,75850.8
200,45,13,3,75,5,115,7.5,2,8,500,2,6,1,40,55610.6
200,45,13,3,75,5,115,9.5,2,6,500,2,6,1,40,110685.4
200,45,13,3,75,5,115,9.5,2,8,500,2,6,1,40,78746.4
200,45,13,3,75,5,115,11.5,2,6,500,2,6,1,40,143194.5
200,45,13,3,75,5,115,11.5,2,8,500,2,6,1,40,106657.3
250,65,13,1,75,5,85,7.5,2,12,500,2,2,1,40,1320.5
250,65,13,1,75,5,85,7.5,2,6,500,2,2,1,40,1714.2
250,65,13,1,75,5,85,7.5,2,8,500,2,2,1,40,1515.1
250,65,13,1,75,5,85,9.5,2,12,500,2,2,1,40,1356.0
250,65,13,1,75,5,85,9.5,2,6,500,2,2,1,40,2417.2
250,65,13,1,75,5,85,9.5,2,8,500,2,2,1,40,1999.8
250,65,13,1,75,5,85,11.5,2,12,500,2,2,1,40,1610.8
250,65,13,1,75,5,85,11.5,2,6,500,2,2,1,40,3349.3
250,65,13,1,75,5,85,11.5,2,8,500,2,2,1,40,2525.0
250,65,13,1,75,5,100,7.5,2,12,500,2,2,1,40,1573.2
250,65,13,1,75,5,100,7.5,2,6,500,2,2,1,40,2167.2
250,65,13,1,75,5,100,7.5,2,8,500,2,2,1,40,1869.9
250,65,13,1,75,5,100,11.5,2,12,500,2,2,1,40,2130.5
250,65,13,1,75,5,100,11.5,2,6,500,2,2,1,40,4242.3
250,65,13,1,75,5,100,11.5,2,8,500,2,2,1,40,3152.0
250,65,13,1,75,5,115,7.5,2,12,500,2,2,1,40,1723.2
250,65,13,1,75,5,115,7.5,2,6,500,2,2,1,40,2726.4
250,65,13,1,75,5,115,7.5,2,8,500,2,2,1,40,2254.2
250,65,13,1,75,5,115,9.5,2,12,500,2,2,1,40,2050.5
250,65,13,1,75,5,115,9.5,2,6,500,2,2,1,40,3945.8
250,65,13,1,75,5,115,9.5,2,8,500,2,2,1,40,3067.1
250,65,13,1,75,5,115,11.5,2,12,500,2,2,1,40,2669.1
250,65,13,1,75,5,115,11.5,2,6,500,2,2,1,40,4897.6
250,65,13,1,75,5,115,11.5,2,8,500,2,2,1,40,3795.8
250,65,13,2,75,5,85,7.5,2,12,500,2,4,1,40,10325.3
250,65,13,2,75,5,85,7.5,2,6,500,2,4,1,40,13408.8
250,65,13,2,75,5,85,7.5,2,8,500,2,4,1,40,11842.5
250,65,13,2,75,5,85,9.5,2,12,500,2,4,1,40,10858.1
250,65,13,2,75,5,85,9.5,2,6,500,2,4,1,40,18934.1
250,65,13,2,75,5,85,9.5,2,8,500,2,4,1,40,15629.8
250,65,13,2,75,5,85,11.5,2,12,500,2,4,1,40,12982.7
250,65,13,2,75,5,85,11.5,2,6,500,2,4,1,40,26393.4
250,65,13,2,75,5,85,11.5,2,8,500,2,4,1,40,19945.4
250,65,13,2,75,5,100,7.5,2,12,500,2,4,1,40,11568.2
250,65,13,2,75,5,100,7.5,2,6,500,2,4,1,40,16363.1
250,65,13,2,75,5,100,7.5,2,8,500,2,4,1,40,13999.2
250,65,13,2,75,5,100,11.5,2,12,500,2,4,1,40,16592.5
250,65,13,2,75,5,100,11.5,2,6,500,2,4,1,40,32882.7
250,65,13,2,75,5,100,11.5,2,8,500,2,4,1,40,24261.5
250,65,13,2,75,5,115,7.5,2,12,500,2,4,1,40,12425.2
250,65,13,2,75,5,115,7.5,2,6,500,2,4,1,40,20516.7
250,65,13,2,75,5,115,7.5,2,8,500,2,4,1,40,16540.4
250,65,13,2,75,5,115,9.5,2,12,500,2,4,1,40,15104.4
250,65,13,2,75,5,115,9.5,2,6,500,2,4,1,40,30341.7
250,65,13,2,75,5,115,9.5,2,8,500,2,4,1,40,22854.0
250,65,13,2,75,5,115,11.5,2,12,500,2,4,1,40,19949.4
250,65,13,2,75,5,115,11.5,2,6,500,2,4,1,40,38044.6
250,65,13,2,75,5,115,11.5,2,8,500,2,4,1,40,28560.4
250,65,13,3,75,5,85,7.5,2,12,500,2,6,1,40,35669.9
250,65,13,3,75,5,85,7.5,2,6,500,2,6,1,40,45887.0
250,65,13,3,75,5,85,7.5,2,8,500,2,6,1,40,40696.1
250,65,13,3,75,5,85,9.5,2,12,500,2,6,1,40,37961.2
250,65,13,3,75,5,85,9.5,2,6,500,2,6,1,40,64397.4
250,65,13,3,75,5,85,9.5,2,8,500,2,6,1,40,53324.2
250,65,13,3,75,5,85,11.5,2,12,500,2,6,1,40,44935.7
250,65,13,3,75,5,85,11.5,2,6,500,2,6,1,40,89758.8
250,65,13,3,75,5,85,11.5,2,8,500,2,6,1,40,68233.3
250,65,13,3,75,5,100,7.5,2,12,500,2,6,1,40,36459.5
250,65,13,3,75,5,100,7.5,2,6,500,2,6,1,40,52329.2
250,65,13,3,75,5,100,7.5,2,8,500,2,6,1,40,44392.3
250,65,13,3,75,5,100,11.5,2,12,500,2,6,1,40,46268.9
250,65,13,3,75,5,100,11.5,2,6,500,2,6,1,40,95518.1
250,65,13,3,75,5,100,11.5,2,8,500,2,6,1,40,69157.7
250,65,13,3,75,5,115,7.5,2,12,500,2,6,1,40,40142.7
250,65,13,3,75,5,115,7.5,2,6,500,2,6,1,40,67747.9
250,65,13,3,75,5,115,7.5,2,8,500,2,6,1,40,53950.2
250,65,13,3,75,5,115,9.5,2,12,500,2,6,1,40,49805.5
250,65,13,3,75,5,115,9.5,2,6,500,2,6,1,40,101949.8
250,65,13,3,75,5,115,9.5,2,8,500,2,6,1,40,75266.1
250,65,13,3,75,5,115,11.5,2,12,500,2,6,1,40,66338.0
250,65,13,3,75,5,115,11.5,2,6,500,2,6,1,40,129055.6
250,65,13,3,75,5,115,11.5,2,8,500,2,6,1,40,94701.7
250,65,13,1,75,5,85,7.5,2,12,500,2,2,1,60,1097.6
250,65,13,1,75,5,85,7.5,2,6,500,2,2,1,60,1624.9
250,65,13,1,75,5,85,7.5,2,8,500,2,2,1,60,1461.4
250,65,13,1,75,5,85,9.5,2,12,500,2,2,1,60,1162.4
250,65,13,1,75,5,85,9.5,2,6,500,2,2,1,60,2292.8
250,65,13,1,75,5,85,9.5,2,8,500,2,2,1,60,1829.9
250,65,13,1,75,5,85,11.5,2,12,500,2,2,1,60,1471.0
250,65,13,1,75,5,85,11.5,2,6,500,2,2,1,60,3215.8
250,65,13,1,75,5,85,11.5,2,8,500,2,2,1,60,2311.6
250,65,13,1,75,5,100,7.5,2,12,500,2,2,1,60,1384.8
250,65,13,1,75,5,100,7.5,2,6,500,2,2,1,60,2055.1
250,65,13,1,75,5,100,7.5,2,8,500,2,2,1,60,1812.8
250,65,13,1,75,5,100,11.5,2,12,500,2,2,1,60,2016.3
250,65,13,1,75,5,100,11.5,2,6,500,2,2,1,60,4085.3
250,65,13,1,75,5,100,11.5,2,8,500,2,2,1,60,2939.9
250,65,13,1,75,5,115,7.5,2,12,500,2,2,1,60,1488.9
250,65,13,1,75,5,115,7.5,2,6,500,2,2,1,60,2546.7
250,65,13,1,75,5,115,7.5,2,8,500,2,2,1,60,2098.8
250,65,13,1,75,5,115,9.5,2,12,500,2,2,1,60,1876.1
250,65,13,1,75,5,115,9.5,2,6,500,2,2,1,60,3709.3
250,65,13,1,75,5,115,9.5,2,8,500,2,2,1,60,2802.1
250,65,13,1,75,5,115,11.5,2,12,500,2,2,1,60,2675.8
250,65,13,1,75,5,115,11.5,2,6,500,2,2,1,60,4765.4
250,65,13,1,75,5,115,11.5,2,8,500,2,2,1,60,3640.4
250,65,13,2,75,5,85,7.5,2,12,500,2,4,1,60,8728.7
250,65,13,2,75,5,85,7.5,2,6,500,2,4,1,60,12688.9
250,65,13,2,75,5,85,7.5,2,8,500,2,4,1,60,11379.4
250,65,13,2,75,5,85,9.5,2,12,500,2,4,1,60,9264.8
250,65,13,2,75,5,85,9.5,2,6,500,2,4,1,60,17985.6
250,65,13,2,75,5,85,9.5,2,8,500,2,4,1,60,14443.2
250,65,13,2,75,5,85,11.5,2,12,500,2,4,1,60,11864.3
250,65,13,2,75,5,85,11.5,2,6,500,2,4,1,60,25387.2
250,65,13,2,75,5,85,11.5,2,8,500,2,4,1,60,18313.0
250,65,13,2,75,5,100,7.5,2,12,500,2,4,1,60,10334.2
250,65,13,2,75,5,100,7.5,2,6,500,2,4,1,60,15482.0
250,65,13,2,75,5,100,7.5,2,8,500,2,4,1,60,13467.8
250,65,13,2,75,5,100,11.5,2,12,500,2,4,1,60,15770.1
250,65,13,2,75,5,100,11.5,2,6,500,2,4,1,60,31608.2
250,65,13,2,75,5,100,11.5,2,8,500,2,4,1,60,22739.3
250,65,13,2,75,5,115,7.5,2,12,500,2,4,1,60,10584.2
250,65,13,2,75,5,115,7.5,2,6,500,2,4,1,60,19037.7
250,65,13,2,75,5,115,7.5,2,8,500,2,4,1,60,15283.9
250,65,13,2,75,5,115,9.5,2,12,500,2,4,1,60,13668.5
250,65,13,2,75,5,115,9.5,2,6,500,2,4,1,60,28278.5
250,65,13,2,75,5,115,9.5,2,8,500,2,4,1,60,20829.0
250,65,13,2,75,5,115,11.5,2,12,500,2,4,1,60,19938.4
250,65,13,2,75,5,115,11.5,2,6,500,2,4,1,60,36792.5
250,65,13,2,75,5,115,11.5,2,8,500,2,4,1,60,27353.1
250,65,13,3,75,5,85,7.5,2,12,500,2,6,1,60,31011.3
250,65,13,3,75,5,85,7.5,2,6,500,2,6,1,60,43893.1
250,65,13,3,75,5,85,7.5,2,8,500,2,6,1,60,39480.3
250,65,13,3,75,5,85,9.5,2,12,500,2,6,1,60,32537.7
250,65,13,3,75,5,85,9.5,2,6,500,2,6,1,60,61595.2
250,65,13,3,75,5,85,9.5,2,8,500,2,6,1,60,50026.7
250,65,13,3,75,5,85,11.5,2,12,500,2,6,1,60,40987.3
250,65,13,3,75,5,85,11.5,2,6,500,2,6,1,60,86898.6
250,65,13,3,75,5,85,11.5,2,8,500,2,6,1,60,63287.4
250,65,13,3,75,5,100,7.5,2,12,500,2,6,1,60,33169.0
250,65,13,3,75,5,100,7.5,2,6,500,2,6,1,60,49697.6
250,65,13,3,75,5,100,7.5,2,8,500,2,6,1,60,42558.8
250,65,13,3,75,5,100,11.5,2,12,500,2,6,1,60,43297.4
250,65,13,3,75,5,100,11.5,2,6,500,2,6,1,60,89967.9
250,65,13,3,75,5,100,11.5,2,8,500,2,6,1,60,63859.3
250,65,13,3,75,5,115,7.5,2,12,500,2,6,1,60,34294.8
250,65,13,3,75,5,115,7.5,2,6,500,2,6,1,60,62855.1
250,65,13,3,75,5,115,7.5,2,8,500,2,6,1,60,49817.1
250,65,13,3,75,5,115,9.5,2,12,500,2,6,1,60,44859.4
250,65,13,3,75,5,115,9.5,2,6,500,2,6,1,60,95069.3
250,65,13,3,75,5,115,9.5,2,8,500,2,6,1,60,68712.8
250,65,13,3,75,5,115,11.5,2,12,500,2,6,1,60,65963.8
250,65,13,3,75,5,115,11.5,2,6,500,2,6,1,60,125055.0
250,65,13,3,75,5,115,11.5,2,8,500,2,6,1,60,90958.4
250,65,13,1,60,3,100,9.5,2,12,250,2,2,1,20,7264.7
250,65,13,1,60,3,100,9.5,2,12,250,2,2,1,60,7813.9
250,65,13,1,60,3,100,9.5,2,6,250,2,2,1,20,10697.9
250,65,13,1,60,3,100,9.5,2,6,250,2,2,1,60,11007.9
250,65,13,1,60,7,100,9.5,2,12,250,2,2,1,20,3417.7
250,65,13,1,60,7,100,9.5,2,12,250,2,2,1,60,3269.2
250,65,13,1,60,7,100,9.5,2,6,250,2,2,1,20,6349.6
250,65,13,1,60,7,100,9.5,2,6,250,2,2,1,60,6153.3
250,65,13,1,90,3,100,9.5,2,12,250,2,2,1,20,1312.0
250,65,13,1,90,3,100,9.5,2,12,250,2,2,1,60,990.5
250,65,13,1,90,3,100,9.5,2,6,250,2,2,1,20,2368.6
250,65,13,1,90,3,100,9.5,2,6,250,2,2,1,60,2043.0
250,65,13,1,90,7,100,9.5,2,12,250,2,2,1,20,1029.4
250,65,13,1,90,7,100,9.5,2,12,250,2,2,1,60,679.2
250,65,13,1,90,7,100,9.5,2,6,250,2,2,1,20,1355.6
250,65,13,1,90,7,100,9.5,2,6,250,2,2,1,60,1202.7
250,65,13,3,60,3,100,9.5,2,12,250,2,6,1,20,166383.0
250,65,13,3,60,3,100,9.5,2,12,250,2,6,1,60,187304.2
250,65,13,3,60,3,100,9.5,2,6,250,2,6,1,20,227037.6
250,65,13,3,60,3,100,9.5,2,6,250,2,6,1,60,265694.4
250,65,13,3,60,7,100,9.5,2,12,250,2,6,1,20,79617.0
250,65,13,3,60,7,100,9.5,2,12,250,2,6,1,60,80168.4
250,65,13,3,60,7,100,9.5,2,6,250,2,6,1,20,148828.7
250,65,13,3,60,7,100,9.5,2,6,250,2,6,1,60,151646.2
250,65,13,3,90,3,100,9.5,2,12,250,2,6,1,20,38799.2
250,65,13,3,90,3,100,9.5,2,12,250,2,6,1,60,31238.2
250,65,13,3,90,3,100,9.5,2,6,250,2,6,1,20,64916.9
250,65,13,3,90,3,100,9.5,2,6,250,2,6,1,60,58905.1
250,65,13,3,90,7,100,9.5,2,12,250,2,6,1,20,28161.2
250,65,13,3,90,7,100,9.5,2,12,250,2,6,1,60,20642.6
250,65,13,3,90,7,100,9.5,2,6,250,2,6,1,20,39178.4
250,65,13,3,90,7,100,9.5,2,6,250,2,6,1,60,36163.7
