D (mm),B (mm),B1 (mm),t (mm),Lsl (mm),Wsl (mm),Ssl (mm),Bsl (mm),N,n,Fy (MPa),BC,r (mm),a/h,hst (mm),Vcr (N)
250,65,13,3,60,7,100,9.5,2,12,500,1,6,1,0,49336.7
250,65,13,3,75,7,100,9.5,2,12,500,1,6,1,0,40491.0
250,65,13,3,90,7,100,9.5,2,12,500,1,6,1,0,27799.8
150,20,13,2,60,3,100,9.5,1,6,500,1,4,1,0,39740.3
150,20,13,2,90,3,100,9.5,1,6,500,1,4,1,0,19237.0
150,20,13,2,60,7,100,9.5,1,6,500,1,4,1,0,28618.4
150,20,13,2,90,7,100,9.5,1,6,500,1,4,1,0,14374.5
150,20,13,2,60,3,100,9.5,2,6,500,1,4,1,0,36538.1
150,20,13,2,90,3,100,9.5,2,6,500,1,4,1,0,13908.2
150,20,13,2,60,7,100,9.5,2,6,500,1,4,1,0,31318.2
150,20,13,2,90,7,100,9.5,2,6,500,1,4,1,0,18860.2
150,70,13,2,60,3,100,9.5,1,6,500,1,4,1,0,44629.6
150,70,13,2,90,3,100,9.5,1,6,500,1,4,1,0,22262.5
150,70,13,2,60,7,100,9.5,1,6,500,1,4,1,0,32198.9
150,70,13,2,90,7,100,9.5,1,6,500,1,4,1,0,16762.1
150,70,13,2,60,3,100,9.5,2,6,500,1,4,1,0,40633.3
150,70,13,2,90,3,100,9.5,2,6,500,1,4,1,0,16388.8
150,70,13,2,60,7,100,9.5,2,6,500,1,4,1,0,35618.2
150,70,13,2,90,7,100,9.5,2,6,500,1,4,1,0,23831.8
150,45,0,2,60,3,100,9.5,1,6,500,1,4,1,0,41829.8
150,45,0,2,90,3,100,9.5,1,6,500,1,4,1,0,19892.6
150,45,0,2,60,7,100,9.5,1,6,500,1,4,1,0,29577.8
150,45,0,2,90,7,100,9.5,1,6,500,1,4,1,0,14748.7
150,45,0,2,60,3,100,9.5,2,6,500,1,4,1,0,38118.2
150,45,0,2,90,3,100,9.5,2,6,500,1,4,1,0,14126.5
150,45,0,2,60,7,100,9.5,2,6,500,1,4,1,0,32341.1
150,45,0,2,90,7,100,9.5,2,6,500,1,4,1,0,19326.2
150,20,0,2,60,3,100,9.5,1,6,500,1,4,1,0,36079.3
150,20,0,2,90,3,100,9.5,1,6,500,1,4,1,0,17165.3
150,20,0,2,60,7,100,9.5,1,6,500,1,4,1,0,25839.8
150,20,0,2,90,7,100,9.5,1,6,500,1,4,1,0,13402.5
150,20,0,2,60,3,100,9.5,2,6,500,1,4,1,0,33144.9
150,20,0,2,90,3,100,9.5,2,6,500,1,4,1,0,12930.6
150,20,0,2,60,7,100,9.5,2,6,500,1,4,1,0,28279.5
150,20,0,2,90,7,100,9.5,2,6,500,1,4,1,0,16959.0
150,70,0,2,60,3,100,9.5,1,6,500,1,4,1,0,43846.3
150,70,0,2,90,3,100,9.5,1,6,500,1,4,1,0,21565.3
150,70,0,2,60,7,100,9.5,1,6,500,1,4,1,0,31252.0
150,70,0,2,90,7,100,9.5,1,6,500,1,4,1,0,16191.8
150,70,0,2,60,3,100,9.5,2,6,500,1,4,1,0,39875.8
150,70,0,2,90,3,100,9.5,2,6,500,1,4,1,0,15649.1
150,70,0,2,60,7,100,9.5,2,6,500,1,4,1,0,34499.6
150,70,0,2,90,7,100,9.5,2,6,500,1,4,1,0,22342.7
150,45,26,2,60,3,100,9.5,1,6,500,1,4,1,0,43810.3
150,45,26,2,90,3,100,9.5,1,6,500,1,4,1,0,21622.2
150,45,26,2,60,7,100,9.5,1,6,500,1,4,1,0,31797.0
150,45,26,2,90,7,100,9.5,1,6,500,1,4,1,0,16150.1
150,45,26,2,60,3,100,9.5,2,6,500,1,4,1,0,39979.6
150,45,26,2,90,3,100,9.5,2,6,500,1,4,1,0,15860.1
150,45,26,2,60,7,100,9.5,2,6,500,1,4,1,0,34933.0
150,45,26,2,90,7,100,9.5,2,6,500,1,4,1,0,22794.9
150,20,26,2,60,3,100,9.5,1,6,500,1,4,1,0,41509.2
150,20,26,2,90,3,100,9.5,1,6,500,1,4,1,0,20868.3
150,20,26,2,60,7,100,9.5,1,6,500,1,4,1,0,30364.4
150,20,26,2,90,7,100,9.5,1,6,500,1,4,1,0,15876.2
150,20,26,2,60,3,100,9.5,2,6,500,1,4,1,0,38191.4
150,20,26,2,90,3,100,9.5,2,6,500,1,4,1,0,15674.0
150,20,26,2,60,7,100,9.5,2,6,500,1,4,1,0,33606.9
150,20,26,2,90,7,100,9.5,2,6,500,1,4,1,0,22634.2
150,70,26,2,60,3,100,9.5,1,6,500,1,4,1,0,44810.5
150,70,26,2,90,3,100,9.5,1,6,500,1,4,1,0,22361.0
150,70,26,2,60,7,100,9.5,1,6,500,1,4,1,0,32412.7
150,70,26,2,90,7,100,9.5,1,6,500,1,4,1,0,16809.8
150,70,26,2,60,3,100,9.5,2,6,500,1,4,1,0,40797.9
150,70,26,2,90,3,100,9.5,2,6,500,1,4,1,0,16458.2
150,70,26,2,60,7,100,9.5,2,6,500,1,4,1,0,35823.0
150,70,26,2,90,7,100,9.5,2,6,500,1,4,1,0,23992.8
250,35,13,2,60,3,100,9.5,1,8,500,1,4,1,0,26958.1
250,35,13,2,90,3,100,9.5,1,8,500,1,4,1,0,12135.4
250,35,13,2,60,7,100,9.5,1,8,500,1,4,1,0,17463.5
250,35,13,2,90,7,100,9.5,1,8,500,1,4,1,0,9185.5
250,35,13,2,60,3,100,9.5,2,8,500,1,4,1,0,24717.6
250,35,13,2,90,3,100,9.5,2,8,500,1,4,1,0,11222.2
250,35,13,2,60,7,100,9.5,2,8,500,1,4,1,0,17946.3
250,35,13,2,90,7,100,9.5,2,8,500,1,4,1,0,9464.8
250,95,13,2,60,3,100,9.5,1,8,500,1,4,1,0,28957.8
250,95,13,2,90,3,100,9.5,1,8,500,1,4,1,0,13031.6
250,95,13,2,60,7,100,9.5,1,8,500,1,4,1,0,18558.6
250,95,13,2,90,7,100,9.5,1,8,500,1,4,1,0,10082.3
250,95,13,2,60,3,100,9.5,2,8,500,1,4,1,0,26973.8
250,95,13,2,90,3,100,9.5,2,8,500,1,4,1,0,12306.1
250,95,13,2,60,7,100,9.5,2,8,500,1,4,1,0,19488.2
250,95,13,2,90,7,100,9.5,2,8,500,1,4,1,0,10758.1
250,65,0,2,60,3,100,9.5,1,8,500,1,4,1,0,27450.4
250,65,0,2,90,3,100,9.5,1,8,500,1,4,1,0,12078.6
250,65,0,2,60,7,100,9.5,1,8,500,1,4,1,0,17411.2
250,65,0,2,90,7,100,9.5,1,8,500,1,4,1,0,9143.8
250,65,0,2,60,3,100,9.5,2,8,500,1,4,1,0,25390.8
250,65,0,2,90,3,100,9.5,2,8,500,1,4,1,0,11172.0
250,65,0,2,60,7,100,9.5,2,8,500,1,4,1,0,17992.9
250,65,0,2,90,7,100,9.5,2,8,500,1,4,1,0,9460.1
250,35,0,2,60,3,100,9.5,1,8,500,1,4,1,0,25185.7
250,35,0,2,90,3,100,9.5,1,8,500,1,4,1,0,11264.6
250,35,0,2,60,7,100,9.5,1,8,500,1,4,1,0,16253.5
250,35,0,2,90,7,100,9.5,1,8,500,1,4,1,0,8354.6
250,35,0,2,60,3,100,9.5,2,8,500,1,4,1,0,22811.9
250,35,0,2,90,3,100,9.5,2,8,500,1,4,1,0,10247.6
250,35,0,2,60,7,100,9.5,2,8,500,1,4,1,0,16382.1
250,35,0,2,90,7,100,9.5,2,8,500,1,4,1,0,8404.9
250,95,0,2,60,3,100,9.5,1,8,500,1,4,1,0,28435.4
250,95,0,2,90,3,100,9.5,1,8,500,1,4,1,0,12681.0
250,95,0,2,60,7,100,9.5,1,8,500,1,4,1,0,18114.4
250,95,0,2,90,7,100,9.5,1,8,500,1,4,1,0,9741.7
250,95,0,2,60,3,100,9.5,2,8,500,1,4,1,0,26454.0
250,95,0,2,90,3,100,9.5,2,8,500,1,4,1,0,11896.5
250,95,0,2,60,7,100,9.5,2,8,500,1,4,1,0,18924.1
250,95,0,2,90,7,100,9.5,2,8,500,1,4,1,0,10284.7
250,65,26,2,60,3,100,9.5,1,8,500,1,4,1,0,28667.3
250,65,26,2,90,3,100,9.5,1,8,500,1,4,1,0,12875.8
250,65,26,2,60,7,100,9.5,1,8,500,1,4,1,0,18435.5
250,65,26,2,90,7,100,9.5,1,8,500,1,4,1,0,9916.3
250,65,26,2,60,3,100,9.5,2,8,500,1,4,1,0,26609.9
250,65,26,2,90,3,100,9.5,2,8,500,1,4,1,0,12091.0
250,65,26,2,60,7,100,9.5,2,8,500,1,4,1,0,19293.6
250,65,26,2,90,7,100,9.5,2,8,500,1,4,1,0,10508.3
250,35,26,2,60,3,100,9.5,1,8,500,1,4,1,0,27716.2
250,35,26,2,90,3,100,9.5,1,8,500,1,4,1,0,12633.6
250,35,26,2,60,7,100,9.5,1,8,500,1,4,1,0,18062.9
250,35,26,2,90,7,100,9.5,1,8,500,1,4,1,0,9679.8
250,35,26,2,60,3,100,9.5,2,8,500,1,4,1,0,25468.3
250,35,26,2,90,3,100,9.5,2,8,500,1,4,1,0,11826.0
250,35,26,2,60,7,100,9.5,2,8,500,1,4,1,0,18699.9
250,35,26,2,90,7,100,9.5,2,8,500,1,4,1,0,10174.0
250,95,26,2,60,3,100,9.5,1,8,500,1,4,1,0,29106.0
250,95,26,2,90,3,100,9.5,1,8,500,1,4,1,0,13121.1
250,95,26,2,60,7,100,9.5,1,8,500,1,4,1,0,18691.7
250,95,26,2,90,7,100,9.5,1,8,500,1,4,1,0,10169.8
250,95,26,2,60,3,100,9.5,2,8,500,1,4,1,0,27130.0
250,95,26,2,90,3,100,9.5,2,8,500,1,4,1,0,12402.6
250,95,26,2,60,7,100,9.5,2,8,500,1,4,1,0,19666.0
250,95,26,2,90,7,100,9.5,2,8,500,1,4,1,0,10880.1
250,65,13,1,60,3,100,9.5,1,6,250,1,2,1,0,3956.5
250,65,13,1,90,3,100,9.5,1,6,250,1,2,1,0,1756.0
250,65,13,1,60,7,100,9.5,1,6,250,1,2,1,0,2724.7
250,65,13,1,90,7,100,9.5,1,6,250,1,2,1,0,1315.3
250,65,13,1,60,3,100,9.5,2,6,250,1,2,1,0,3456.0
250,65,13,1,90,3,100,9.5,2,6,250,1,2,1,0,1702.4
250,65,13,1,60,7,100,9.5,2,6,250,1,2,1,0,2615.3
250,65,13,1,90,7,100,9.5,2,6,250,1,2,1,0,1294.5
250,65,13,1,60,3,100,9.5,1,12,250,1,2,1,0,2797.6
250,65,13,1,90,3,100,9.5,1,12,250,1,2,1,0,1428.9
250,65,13,1,60,7,100,9.5,1,12,250,1,2,1,0,1833.6
250,65,13,1,90,7,100,9.5,1,12,250,1,2,1,0,1258.8
250,65,13,1,60,3,100,9.5,2,12,250,1,2,1,0,2846.8
250,65,13,1,90,3,100,9.5,2,12,250,1,2,1,0,1307.9
250,65,13,1,60,7,100,9.5,2,12,250,1,2,1,0,2263.2
250,65,13,1,90,7,100,9.5,2,12,250,1,2,1,0,1334.2
250,65,13,3,60,3,100,9.5,1,6,250,1,6,1,0,101538.8
250,65,13,3,90,3,100,9.5,1,6,250,1,6,1,0,48671.9
250,65,13,3,60,7,100,9.5,1,6,250,1,6,1,0,66238.3
250,65,13,3,90,7,100,9.5,1,6,250,1,6,1,0,35796.7
250,65,13,3,60,3,100,9.5,2,6,250,1,6,1,0,88139.6
250,65,13,3,90,3,100,9.5,2,6,250,1,6,1,0,46254.5
250,65,13,3,60,7,100,9.5,2,6,250,1,6,1,0,63873.5
250,65,13,3,90,7,100,9.5,2,6,250,1,6,1,0,34529.2
250,65,13,3,60,3,100,9.5,1,12,250,1,6,1,0,71764.5
250,65,13,3,90,3,100,9.5,1,12,250,1,6,1,0,37898.5
250,65,13,3,60,7,100,9.5,1,12,250,1,6,1,0,45022.0
250,65,13,3,90,7,100,9.5,1,12,250,1,6,1,0,32382.7
250,65,13,3,60,3,100,9.5,2,12,250,1,6,1,0,66960.1
250,65,13,3,90,3,100,9.5,2,12,250,1,6,1,0,34059.2
250,65,13,3,60,7,100,9.5,2,12,250,1,6,1,0,49336.7
250,65,13,3,90,7,100,9.5,2,12,250,1,6,1,0,27799.8
250,65,13,1,60,3,100,9.5,1,6,500,1,2,0.5,0,5937.7
250,65,13,1,90,3,100,9.5,1,6,500,1,2,0.5,0,4783.2
250,65,13,1,60,7,100,9.5,1,6,500,1,2,0.5,0,5325.3
250,65,13,1,90,7,100,9.5,1,6,500,1,2,0.5,0,4263.4
250,65,13,1,60,3,100,9.5,2,6,500,1,2,0.5,0,4967.5
250,65,13,1,90,3,100,9.5,2,6,500,1,2,0.5,0,4471.5
250,65,13,1,60,7,100,9.5,2,6,500,1,2,0.5,0,4708.7
250,65,13,1,90,7,100,9.5,2,6,500,1,2,0.5,0,4042.9
250,65,13,1,60,3,100,9.5,1,12,500,1,2,0.5,0,4659.7
250,65,13,1,90,3,100,9.5,1,12,500,1,2,0.5,0,3865.4
250,65,13,1,60,7,100,9.5,1,12,500,1,2,0.5,0,4256.8
250,65,13,1,90,7,100,9.5,1,12,500,1,2,0.5,0,3822.5
250,65,13,1,60,3,100,9.5,2,12,500,1,2,0.5,0,5261.2
250,65,13,1,90,3,100,9.5,2,12,500,1,2,0.5,0,4498.1
250,65,13,1,60,7,100,9.5,2,12,500,1,2,0.5,0,5028.6
250,65,13,1,90,7,100,9.5,2,12,500,1,2,0.5,0,4044.3
250,65,13,3,60,3,100,9.5,1,6,500,1,6,0.5,0,160050.9
250,65,13,3,90,3,100,9.5,1,6,500,1,6,0.5,0,132743.1
250,65,13,3,60,7,100,9.5,1,6,500,1,6,0.5,0,140226.9
250,65,13,3,90,7,100,9.5,1,6,500,1,6,0.5,0,119824.3
250,65,13,3,60,3,100,9.5,2,6,500,1,6,0.5,0,131152.8
250,65,13,3,90,3,100,9.5,2,6,500,1,6,0.5,0,126629.2
250,65,13,3,60,7,100,9.5,2,6,500,1,6,0.5,0,125293.1
250,65,13,3,90,7,100,9.5,2,6,500,1,6,0.5,0,116455.0
250,65,13,3,60,3,100,9.5,1,12,500,1,6,0.5,0,123400.2
250,65,13,3,90,3,100,9.5,1,12,500,1,6,0.5,0,109163.7
250,65,13,3,60,7,100,9.5,1,12,500,1,6,0.5,0,115711.1
250,65,13,3,90,7,100,9.5,1,12,500,1,6,0.5,0,110216.2
250,65,13,3,60,3,100,9.5,2,12,500,1,6,0.5,0,137092.6
250,65,13,3,90,3,100,9.5,2,12,500,1,6,0.5,0,126335.9
250,65,13,3,60,7,100,9.5,2,12,500,1,6,0.5,0,129507.8
250,65,13,3,90,7,100,9.5,2,12,500,1,6,0.5,0,113292.7
250,65,13,1,60,3,100,9.5,1,6,500,1,2,1.5,0,2992.0
250,65,13,1,90,3,100,9.5,1,6,500,1,2,1.5,0,1464.3
250,65,13,1,60,7,100,9.5,1,6,500,1,2,1.5,0,2226.5
250,65,13,1,90,7,100,9.5,1,6,500,1,2,1.5,0,774.9
250,65,13,1,60,3,100,9.5,2,6,500,1,2,1.5,0,2920.2
250,65,13,1,90,3,100,9.5,2,6,500,1,2,1.5,0,1504.5
250,65,13,1,60,7,100,9.5,2,6,500,1,2,1.5,0,2293.9
250,65,13,1,90,7,100,9.5,2,6,500,1,2,1.5,0,861.3
250,65,13,1,60,3,100,9.5,1,12,500,1,2,1.5,0,2249.1
250,65,13,1,90,3,100,9.5,1,12,500,1,2,1.5,0,996.9
250,65,13,1,60,7,100,9.5,1,12,500,1,2,1.5,0,1509.5
250,65,13,1,90,7,100,9.5,1,12,500,1,2,1.5,0,734.7
250,65,13,1,60,3,100,9.5,2,12,500,1,2,1.5,0,2091.4
250,65,13,1,90,3,100,9.5,2,12,500,1,2,1.5,0,1032.0
250,65,13,1,60,7,100,9.5,2,12,500,1,2,1.5,0,1636.6
250,65,13,1,90,7,100,9.5,2,12,500,1,2,1.5,0,725.8
250,65,13,3,60,3,100,9.5,1,6,500,1,6,1.5,0,77938.6
250,65,13,3,90,3,100,9.5,1,6,500,1,6,1.5,0,36042.9
250,65,13,3,60,7,100,9.5,1,6,500,1,6,1.5,0,54457.8
250,65,13,3,90,7,100,9.5,1,6,500,1,6,1.5,0,20162.8
250,65,13,3,60,3,100,9.5,2,6,500,1,6,1.5,0,71651.9
250,65,13,3,90,3,100,9.5,2,6,500,1,6,1.5,0,32854.4
250,65,13,3,60,7,100,9.5,2,6,500,1,6,1.5,0,54680.3
250,65,13,3,90,7,100,9.5,2,6,500,1,6,1.5,0,21093.5
250,65,13,3,60,3,100,9.5,1,12,500,1,6,1.5,0,57335.6
250,65,13,3,90,3,100,9.5,1,12,500,1,6,1.5,0,22942.0
250,65,13,3,60,7,100,9.5,1,12,500,1,6,1.5,0,34949.9
250,65,13,3,90,7,100,9.5,1,12,500,1,6,1.5,0,18172.1
250,65,13,3,60,3,100,9.5,2,12,500,1,6,1.5,0,52215.1
250,65,13,3,90,3,100,9.5,2,12,500,1,6,1.5,0,25227.0
250,65,13,3,60,7,100,9.5,2,12,500,1,6,1.5,0,34930.5
250,65,13,3,90,7,100,9.5,2,12,500,1,6,1.5,0,15939.6
150,45,13,2,75,5,85,7.5,1,6,500,1,4,1,0,20282.0
150,45,13,2,75,5,100,7.5,1,6,500,1,4,1,0,21081.4
150,45,13,2,75,5,115,7.5,1,6,500,1,4,1,0,22959.0
150,45,13,2,75,5,85,9.5,1,6,500,1,4,1,0,21536.1
150,45,13,2,75,5,115,9.5,1,6,500,1,4,1,0,23515.6
150,45,13,2,75,5,85,11.5,1,6,500,1,4,1,0,23665.6
150,45,13,2,75,5,100,11.5,1,6,500,1,4,1,0,21926.3
150,45,13,2,75,5,115,11.5,1,6,500,1,4,1,0,24871.5
200,45,13,2,75,5,85,7.5,1,6,500,1,4,1,0,14662.2
200,45,13,2,75,5,100,7.5,1,6,500,1,4,1,0,15895.3
200,45,13,2,75,5,115,7.5,1,6,500,1,4,1,0,18781.0
200,45,13,2,75,5,85,9.5,1,6,500,1,4,1,0,16653.6
200,45,13,2,75,5,115,9.5,1,6,500,1,4,1,0,22954.7
200,45,13,2,75,5,85,11.5,1,6,500,1,4,1,0,18230.3
200,45,13,2,75,5,100,11.5,1,6,500,1,4,1,0,21460.9
200,45,13,2,75,5,115,11.5,1,6,500,1,4,1,0,25281.6
200,45,13,2,75,5,85,7.5,1,8,500,1,4,1,0,13596.1
200,45,13,2,75,5,100,7.5,1,8,500,1,4,1,0,14876.9
200,45,13,2,75,5,115,7.5,1,8,500,1,4,1,0,17120.8
200,45,13,2,75,5,85,9.5,1,8,500,1,4,1,0,15251.9
200,45,13,2,75,5,115,9.5,1,8,500,1,4,1,0,19993.7
200,45,13,2,75,5,85,11.5,1,8,500,1,4,1,0,17069.4
200,45,13,2,75,5,100,11.5,1,8,500,1,4,1,0,18429.2
200,45,13,2,75,5,115,11.5,1,8,500,1,4,1,0,21593.1
250,65,13,2,75,5,85,7.5,1,6,500,1,4,1,0,12557.9
250,65,13,2,75,5,100,7.5,1,6,500,1,4,1,0,13316.0
250,65,13,2,75,5,115,7.5,1,6,500,1,4,1,0,15401.8
250,65,13,2,75,5,85,9.5,1,6,500,1,4,1,0,15187.4
250,65,13,2,75,5,115,9.5,1,6,500,1,4,1,0,18653.3
250,65,13,2,75,5,85,11.5,1,6,500,1,4,1,0,17559.7
250,65,13,2,75,5,100,11.5,1,6,500,1,4,1,0,17555.3
250,65,13,2,75,5,115,11.5,1,6,500,1,4,1,0,20434.5
250,65,13,2,75,5,85,7.5,1,8,500,1,4,1,0,11143.8
250,65,13,2,75,5,100,7.5,1,8,500,1,4,1,0,11950.1
250,65,13,2,75,5,115,7.5,1,8,500,1,4,1,0,13707.3
250,65,13,2,75,5,85,9.5,1,8,500,1,4,1,0,12812.6
250,65,13,2,75,5,115,9.5,1,8,500,1,4,1,0,16179.9
250,65,13,2,75,5,85,11.5,1,8,500,1,4,1,0,14393.3
250,65,13,2,75,5,100,11.5,1,8,500,1,4,1,0,15230.2
250,65,13,2,75,5,115,11.5,1,8,500,1,4,1,0,17714.5
250,65,13,2,75,5,85,7.5,1,12,500,1,4,1,0,10144.8
250,65,13,2,75,5,100,7.5,1,12,500,1,4,1,0,10701.9
250,65,13,2,75,5,115,7.5,1,12,500,1,4,1,0,11804.9
250,65,13,2,75,5,85,9.5,1,12,500,1,4,1,0,11440.9
250,65,13,2,75,5,115,9.5,1,12,500,1,4,1,0,13599.5
250,65,13,2,75,5,85,11.5,1,12,500,1,4,1,0,12923.3
250,65,13,2,75,5,100,11.5,1,12,500,1,4,1,0,13464.6
250,65,13,2,75,5,115,11.5,1,12,500,1,4,1,0,15024.4
150,45,13,1,75,5,85,7.5,1,6,500,1,2,1,0,2310.9
150,45,13,1,75,5,100,7.5,1,6,500,1,2,1,0,2484.5
150,45,13,1,75,5,115,7.5,1,6,500,1,2,1,0,2691.5
150,45,13,1,75,5,85,9.5,1,6,500,1,2,1,0,2444.7
150,45,13,1,75,5,115,9.5,1,6,500,1,2,1,0,2738.2
150,45,13,1,75,5,85,11.5,1,6,500,1,2,1,0,2693.6
150,45,13,1,75,5,100,11.5,1,6,500,1,2,1,0,2909.7
150,45,13,1,75,5,115,11.5,1,6,500,1,2,1,0,2923.1
200,45,13,1,75,5,85,7.5,1,6,500,1,2,1,0,1788.1
200,45,13,1,75,5,100,7.5,1,6,500,1,2,1,0,1926.8
200,45,13,1,75,5,115,7.5,1,6,500,1,2,1,0,2167.6
200,45,13,1,75,5,85,9.5,1,6,500,1,2,1,0,2020.4
200,45,13,1,75,5,115,9.5,1,6,500,1,2,1,0,2618.8
200,45,13,1,75,5,85,11.5,1,6,500,1,2,1,0,2209.7
200,45,13,1,75,5,100,11.5,1,6,500,1,2,1,0,2520.6
200,45,13,1,75,5,115,11.5,1,6,500,1,2,1,0,2888.8
200,45,13,1,75,5,85,7.5,1,8,500,1,2,1,0,1670.7
200,45,13,1,75,5,100,7.5,1,8,500,1,2,1,0,1792.5
200,45,13,1,75,5,115,7.5,1,8,500,1,2,1,0,1954.6
200,45,13,1,75,5,85,9.5,1,8,500,1,2,1,0,1875.7
200,45,13,1,75,5,115,9.5,1,8,500,1,2,1,0,2271.3
200,45,13,1,75,5,85,11.5,1,8,500,1,2,1,0,2117.0
200,45,13,1,75,5,100,11.5,1,8,500,1,2,1,0,2215.9
200,45,13,1,75,5,115,11.5,1,8,500,1,2,1,0,2478.3
250,65,13,1,75,5,85,7.5,1,6,500,1,2,1,0,1544.2
250,65,13,1,75,5,100,7.5,1,6,500,1,2,1,0,1707.9
250,65,13,1,75,5,115,7.5,1,6,500,1,2,1,0,1934.6
250,65,13,1,75,5,85,9.5,1,6,500,1,2,1,0,1844.8
250,65,13,1,75,5,115,9.5,1,6,500,1,2,1,0,2284.7
250,65,13,1,75,5,85,11.5,1,6,500,1,2,1,0,2109.8
250,65,13,1,75,5,100,11.5,1,6,500,1,2,1,0,2402.6
250,65,13,1,75,5,115,11.5,1,6,500,1,2,1,0,2465.4
250,65,13,1,75,5,85,7.5,1,8,500,1,2,1,0,1378.1
250,65,13,1,75,5,100,7.5,1,8,500,1,2,1,0,1487.6
250,65,13,1,75,5,115,7.5,1,8,500,1,2,1,0,1716.5
250,65,13,1,75,5,85,9.5,1,8,500,1,2,1,0,1564.9
250,65,13,1,75,5,115,9.5,1,8,500,1,2,1,0,1981.5
250,65,13,1,75,5,85,11.5,1,8,500,1,2,1,0,1740.3
250,65,13,1,75,5,100,11.5,1,8,500,1,2,1,0,1990.5
250,65,13,1,75,5,115,11.5,1,8,500,1,2,1,0,2153.7
250,65,13,1,75,5,85,7.5,1,12,500,1,2,1,0,1267.7
250,65,13,1,75,5,100,7.5,1,12,500,1,2,1,0,1311.8
250,65,13,1,75,5,115,7.5,1,12,500,1,2,1,0,1484.3
250,65,13,1,75,5,85,9.5,1,12,500,1,2,1,0,1421.3
250,65,13,1,75,5,115,9.5,1,12,500,1,2,1,0,1697.1
250,65,13,1,75,5,85,11.5,1,12,500,1,2,1,0,1595.5
250,65,13,1,75,5,100,11.5,1,12,500,1,2,1,0,1721.5
250,65,13,1,75,5,115,11.5,1,12,500,1,2,1,0,1892.6
150,45,13,3,75,5,85,7.5,1,6,500,1,6,1,0,57046.9
150,45,13,3,75,5,100,7.5,1,6,500,1,6,1,0,71158.2
150,45,13,3,75,5,115,7.5,1,6,500,1,6,1,0,75803.8
150,45,13,3,75,5,85,9.5,1,6,500,1,6,1,0,82036.6
150,45,13,3,75,5,115,9.5,1,6,500,1,6,1,0,78748.5
150,45,13,3,75,5,85,11.5,1,6,500,1,6,1,0,93611.4
150,45,13,3,75,5,100,11.5,1,6,500,1,6,1,0,76211.4
150,45,13,3,75,5,115,11.5,1,6,500,1,6,1,0,83167.1
200,45,13,3,75,5,85,7.5,1,6,500,1,6,1,0,49275.9
200,45,13,3,75,5,100,7.5,1,6,500,1,6,1,0,52814.6
200,45,13,3,75,5,115,7.5,1,6,500,1,6,1,0,61503.6
200,45,13,3,75,5,85,9.5,1,6,500,1,6,1,0,56084.5
200,45,13,3,75,5,115,9.5,1,6,500,1,6,1,0,74873.0
200,45,13,3,75,5,85,11.5,1,6,500,1,6,1,0,61138.3
200,45,13,3,75,5,100,11.5,1,6,500,1,6,1,0,70290.8
200,45,13,3,75,5,115,11.5,1,6,500,1,6,1,0,82209.0
200,45,13,3,75,5,85,7.5,1,8,500,1,6,1,0,38467.7
200,45,13,3,75,5,100,7.5,1,8,500,1,6,1,0,49660.9
200,45,13,3,75,5,115,7.5,1,8,500,1,6,1,0,56145.8
200,45,13,3,75,5,85,9.5,1,8,500,1,6,1,0,51001.6
200,45,13,3,75,5,115,9.5,1,8,500,1,6,1,0,65752.2
200,45,13,3,75,5,85,11.5,1,8,500,1,6,1,0,56670.9
200,45,13,3,75,5,100,11.5,1,8,500,1,6,1,0,61308.2
200,45,13,3,75,5,115,11.5,1,8,500,1,6,1,0,70929.6
250,65,13,3,75,5,85,7.5,1,6,500,1,6,1,0,42776.7
250,65,13,3,75,5,100,7.5,1,6,500,1,6,1,0,44248.6
250,65,13,3,75,5,115,7.5,1,6,500,1,6,1,0,50704.5
250,65,13,3,75,5,85,9.5,1,6,500,1,6,1,0,51844.8
250,65,13,3,75,5,115,9.5,1,6,500,1,6,1,0,61802.0
250,65,13,3,75,5,85,11.5,1,6,500,1,6,1,0,59639.2
250,65,13,3,75,5,100,11.5,1,6,500,1,6,1,0,58309.8
250,65,13,3,75,5,115,11.5,1,6,500,1,6,1,0,67517.0
250,65,13,3,75,5,85,7.5,1,8,500,1,6,1,0,37937.9
250,65,13,3,75,5,100,7.5,1,8,500,1,6,1,0,39735.1
250,65,13,3,75,5,115,7.5,1,8,500,1,6,1,0,45639.1
250,65,13,3,75,5,85,9.5,1,8,500,1,6,1,0,43810.3
250,65,13,3,75,5,115,9.5,1,8,500,1,6,1,0,54090.0
250,65,13,3,75,5,85,11.5,1,8,500,1,6,1,0,49191.5
250,65,13,3,75,5,100,11.5,1,8,500,1,6,1,0,50774.0
250,65,13,3,75,5,115,11.5,1,8,500,1,6,1,0,59076.0
250,65,13,3,75,5,85,7.5,1,12,500,1,6,1,0,34685.9
250,65,13,3,75,5,100,7.5,1,12,500,1,6,1,0,35734.4
250,65,13,3,75,5,115,7.5,1,12,500,1,6,1,0,39698.7
250,65,13,3,75,5,85,9.5,1,12,500,1,6,1,0,39087.8
250,65,13,3,75,5,115,9.5,1,12,500,1,6,1,0,45491.1
250,65,13,3,75,5,85,11.5,1,12,500,1,6,1,0,43981.6
250,65,13,3,75,5,100,11.5,1,12,500,1,6,1,0,44356.9
250,65,13,3,75,5,115,11.5,1,12,500,1,6,1,0,49655.3
200,45,13,2,75,5,85,7.5,2,6,500,1,4,1,0,14527.4
